 589.25 360.25 270.75 264.75  462.50 329.25 257.50 283.00  301.75 202.50 210.25 187.00
 615.00 361.00 270.75 265.00  466.00 333.00 262.00 285.50  303.50 205.75 212.25 189.25
 643.00 399.00 311.50 316.50  498.50 367.00 311.50 287.75  341.75 251.25 214.00 191.25
 669.00 399.75 312.75 320.75  503.75 378.00 317.25 293.75  346.75 256.00 215.75 192.75
 692.75 425.00 318.75 322.75  538.25 382.50 323.50 297.25  350.25 259.50 217.25 193.50
 716.75 426.75 319.50 326.75  541.75 385.50 327.00 300.25  352.75 262.25 218.25 197.00
 740.75 451.00 357.50 343.50  578.00 419.75 327.75 304.75  390.50 265.50 219.75 198.50
 765.25 453.25 358.75 351.00  580.00 427.75 330.00 306.25  397.00 271.00 224.50 201.00
 790.50 481.75 359.00 353.00  614.75 436.00 334.75 307.25  401.25 275.00 228.50 205.00
 815.75 482.25 359.25 353.75  618.50 439.25 335.75 310.00  405.00 276.25 230.75 208.25
 844.00 522.25 397.50 404.75  650.00 479.75 393.00 408.00  442.75 327.50 309.00 345.50
 870.50 523.50 398.50 408.00  656.00 487.50 405.00 418.00  445.75 330.50 313.50 357.25
 894.25 548.75 408.75 409.50  689.25 493.50 408.75 422.25  450.00 335.75 316.75 360.75
 918.00 549.50 409.25 412.25  694.75 496.75 411.50 427.00  454.50 338.50 319.75 362.75
 942.50 575.25 448.00 437.00  726.50 531.00 416.25 431.00  492.50 343.25 325.25 364.50
 968.50 576.00 448.50 441.25  731.25 537.50 418.75 433.50  496.25 347.25 326.50 365.50
 993.00 603.75 448.75 441.75  765.75 542.00 423.25 436.75  499.00 350.50 330.75 369.25
 1016.75 604.25 449.00 442.25  767.75 545.50 429.25 441.25  502.75 355.00 334.75 371.00
 1044.25 644.50 488.25 490.25  803.00 577.25 476.00 443.25  541.00 396.50 336.75 373.25
 1068.50 645.50 490.50 492.00  805.25 592.00 482.25 448.00  546.50 402.50 339.75 374.75
 1093.25 669.75 499.75 494.25  837.00 594.50 485.00 451.00  550.25 406.25 341.00 377.25
 1118.25 671.50 500.75 496.50  841.00 604.00 489.00 454.50  555.00 408.75 342.50 377.75
 1142.00 696.00 538.00 520.75  871.75 641.50 495.50 456.75  592.25 412.50 343.75 378.75
 1167.75 698.25 539.75 528.25  881.00 646.50 497.50 457.75  596.25 416.25 345.75 381.50
 1192.00 727.25 540.00 528.50  915.25 653.50 500.75 461.25  598.00 417.25 349.75 384.25
 1216.50 727.50 540.25 528.50  920.25 657.25 503.50 463.25  603.00 422.75 353.50 386.00
 1244.50 765.50 579.50 581.00  951.25 704.00 563.50 553.00  638.75 463.25 416.50 387.25
 1270.25 766.50 581.00 584.25  956.50 706.50 571.25 561.00  642.25 469.00 422.00 391.75
 1295.00 791.00 587.25 587.00  988.25 709.75 576.25 566.25  646.50 476.00 430.50 396.00
 1319.25 793.00 588.75 589.75  993.25 716.00 581.25 572.00  653.25 479.50 434.00 396.50
 1343.00 819.75 624.50 614.00  1026.25 749.25 582.00 577.25  689.50 482.00 436.75 397.50
 1367.25 820.00 626.75 616.25  1033.75 760.75 584.50 579.50  695.25 483.25 438.75 398.75
 1391.25 848.50 627.25 618.50  1067.25 765.75 585.25 581.25  698.50 487.75 440.25 401.00
 1416.00 849.25 627.25 618.75  1071.75 767.75 590.75 586.50  701.50 488.75 443.00 402.25
 1443.00 887.50 665.00 678.00  1105.50 801.25 639.00 591.25  738.50 532.75 445.50 404.00
 1467.25 888.25 666.25 680.25  1108.75 807.00 644.75 598.00  749.25 538.25 449.25 405.00
 1492.00 912.25 678.25 682.25  1142.25 812.25 649.25 599.50  752.50 542.75 450.25 407.00
 1518.25 913.50 678.75 683.50  1146.00 818.25 657.00 604.00  755.00 551.00 453.25 408.00
 1542.00 938.75 715.50 702.75  1177.25 859.50 659.25 607.00  790.00 553.25 453.75 410.25
 1565.75 939.50 716.50 711.25  1182.00 861.25 660.75 608.25  801.00 555.75 457.50 411.50
 1591.50 969.00 717.00 713.75  1214.50 867.75 662.25 610.00  804.25 559.25 460.25 413.75
 1616.25 969.00 717.00 714.50  1222.50 871.50 666.25 610.75  808.25 562.75 463.00 417.25
