 1025.75 625.25 519.00 560.25  640.50 507.50 461.25 469.75  474.00 414.25 378.25 363.25
 1044.50 625.50 519.75 569.75  643.00 513.25 464.75 475.00  480.00 418.00 383.25 364.00
 1063.75 645.00 551.00 579.50  662.50 535.25 469.50 479.75  505.75 421.25 385.25 367.00
 1083.50 645.00 553.25 585.25  664.50 541.25 472.75 485.25  507.50 423.50 387.00 369.50
 1103.50 667.75 553.25 587.25  683.75 546.00 477.50 490.25  511.75 426.00 391.25 371.25
 1123.75 668.00 553.75 590.25  685.00 553.00 479.75 498.75  514.50 429.25 394.25 372.50
 1146.50 701.25 585.75 651.00  704.50 576.00 515.75 510.50  541.75 466.25 396.50 373.50
 1165.50 702.75 588.75 657.25  709.00 581.50 522.75 515.50  544.75 472.00 398.25 375.50
 1184.75 722.75 596.25 661.00  728.50 587.00 528.25 517.50  547.75 474.50 401.50 375.75
 1203.75 722.75 600.25 663.50  731.75 590.75 530.50 518.50  553.25 476.50 402.50 377.75
 1222.75 742.75 634.25 665.00  751.75 614.50 532.50 523.25  581.25 478.75 403.75 379.25
 1243.50 744.00 636.25 671.75  755.25 617.75 535.50 526.25  582.50 483.00 404.00 380.50
 1264.75 768.25 636.50 675.25  776.00 625.25 538.50 529.75  586.00 485.50 405.75 382.00
 1284.75 768.50 636.50 676.50  780.25 629.25 540.50 533.00  592.00 489.25 408.00 383.75
